emp_no;dept_no;from_date;to_date
16290;d005;1991-12-03;9999-01-01
16300;d004;1990-09-03;9999-01-01
16310;d002;1993-06-23;9999-01-01
16320;d009;1991-01-08;9999-01-01
16330;d005;1994-12-06;2000-09-30
16340;d005;1997-04-12;2000-09-25
16350;d005;1992-06-16;1994-04-28
16360;d004;1995-10-10;1997-05-02
16370;d005;1987-07-26;9999-01-01
16380;d009;1986-06-01;9999-01-01
16390;d004;1997-10-29;1999-11-24
16400;d004;1993-02-25;9999-01-01
16410;d004;1999-04-21;2000-02-25
16410;d006;1997-01-24;1999-04-21
16420;d003;1988-02-01;9999-01-01
16430;d005;1986-09-06;9999-01-01
16440;d004;1996-08-13;9999-01-01
16450;d006;1985-07-09;1989-05-25
16460;d005;1987-03-15;9999-01-01
16470;d005;1985-10-15;9999-01-01
16480;d007;1992-01-20;9999-01-01
16490;d007;1987-04-06;9999-01-01
16500;d007;1985-07-15;2000-09-10
16510;d009;1986-04-06;9999-01-01
16520;d005;1993-11-13;1994-10-22
16530;d009;1994-08-18;9999-01-01
16540;d007;1989-02-01;1996-10-22
16540;d009;1996-10-22;9999-01-01
16550;d009;1987-03-17;1999-07-01
16560;d008;1991-04-18;9999-01-01
16570;d004;1994-03-25;9999-01-01
16580;d006;1986-06-20;9999-01-01
16590;d007;1987-04-23;9999-01-01
16600;d008;1987-05-26;9999-01-01
16610;d008;1989-08-02;9999-01-01
16620;d007;1987-07-22;9999-01-01
16630;d006;1987-03-05;9999-01-01
16640;d002;1991-12-13;1992-10-01
16640;d007;1992-10-01;9999-01-01
16650;d007;1999-10-06;2002-03-17
16660;d005;1985-07-28;9999-01-01
16670;d006;1993-11-24;1998-06-19
16680;d004;1998-02-09;9999-01-01
16690;d004;1997-06-05;9999-01-01
16700;d007;1994-04-26;1994-10-27
16700;d009;1994-10-27;9999-01-01
16710;d007;1993-01-31;9999-01-01
16720;d003;1991-08-17;1993-08-19
16730;d004;1999-09-17;9999-01-01
16730;d006;1993-05-16;1999-09-17
16740;d002;1986-03-06;2001-10-26
16740;d007;2001-10-26;9999-01-01
16750;d007;1992-05-19;9999-01-01
16760;d001;1999-12-18;9999-01-01
16770;d004;1998-06-20;9999-01-01
16780;d007;1995-03-09;2001-03-20
16790;d004;1989-03-28;9999-01-01
16800;d005;1997-08-09;9999-01-01
16810;d004;1987-08-15;9999-01-01
16820;d005;1993-04-03;9999-01-01
16830;d005;1993-11-30;9999-01-01
16830;d006;1989-06-03;1993-11-30
16840;d006;1997-05-22;9999-01-01
16850;d005;1994-02-21;1997-04-22
16860;d005;1991-05-09;9999-01-01
16870;d007;1996-07-05;9999-01-01
16880;d004;1986-08-24;9999-01-01
16890;d008;1986-08-21;9999-01-01
16900;d005;1996-03-07;1998-01-08
16910;d005;1986-05-29;1990-10-03
16910;d008;1990-10-03;9999-01-01
16920;d004;1985-07-17;1998-08-11
16920;d006;1998-08-11;9999-01-01
16930;d005;1994-04-23;2001-12-04
16940;d004;1996-09-25;9999-01-01
16950;d004;1989-08-03;1989-10-09
16960;d007;1998-11-02;9999-01-01
16970;d007;1990-04-22;1992-07-17
16970;d009;1992-07-17;9999-01-01
16980;d001;1995-05-14;9999-01-01
16980;d007;1993-09-24;1995-05-14
16990;d001;1987-08-21;1999-06-20
17000;d004;1995-12-19;9999-01-01
17010;d002;2001-10-21;9999-01-01
17010;d003;1991-06-22;2001-10-21
17020;d004;1998-10-12;9999-01-01
17030;d001;1999-12-21;9999-01-01
17030;d007;1994-04-02;1999-12-21
17040;d004;2000-04-12;9999-01-01
17040;d005;1998-03-01;2000-04-12
17050;d005;1996-08-27;2001-08-19
17050;d008;2001-08-19;9999-01-01
17060;d004;1993-11-04;9999-01-01
17070;d004;1989-10-27;9999-01-01
17080;d004;1995-02-04;9999-01-01
17090;d004;1989-06-10;9999-01-01
17100;d004;1995-04-14;9999-01-01
17110;d004;1997-03-21;9999-01-01
17120;d003;1987-02-09;9999-01-01
17130;d004;1994-12-02;1997-10-11
17130;d006;1997-10-11;9999-01-01
17140;d005;1997-12-21;1998-06-15
17140;d006;1995-08-10;1997-12-21
17150;d004;1990-05-29;9999-01-01
17160;d004;1988-02-22;9999-01-01
17170;d007;1988-12-03;9999-01-01
17180;d004;1994-09-06;9999-01-01
17190;d004;1991-01-21;9999-01-01
17200;d004;1992-12-02;9999-01-01
17210;d002;1986-10-12;1993-11-09
17220;d004;1991-01-04;9999-01-01
17230;d002;1992-03-10;9999-01-01
17240;d005;1990-11-14;9999-01-01
17250;d005;2000-12-27;2001-10-11
17250;d008;1997-07-19;2000-12-27
17260;d005;1987-05-18;9999-01-01
17270;d005;1996-08-19;9999-01-01
17280;d004;1993-01-03;9999-01-01
17290;d001;1998-04-19;9999-01-01
17300;d002;1993-12-03;1997-01-23
17300;d007;1997-01-23;9999-01-01
17310;d004;1996-09-26;9999-01-01
17320;d004;1996-09-10;2001-11-18
17320;d006;2001-11-18;9999-01-01
17330;d004;1996-11-01;2002-06-23
17340;d002;1985-07-05;9999-01-01
17350;d004;1995-08-26;1998-02-28
17350;d006;1998-02-28;1998-05-20
17360;d006;1996-12-05;9999-01-01
17370;d007;2000-01-12;2002-02-01
17380;d004;1998-11-03;2000-09-23
17380;d009;2000-09-23;9999-01-01
17390;d004;1994-02-20;1998-02-16
17400;d004;1991-09-15;1995-06-16
17400;d009;1995-06-16;1997-05-05
17410;d007;1993-07-30;9999-01-01
17420;d007;1988-10-13;9999-01-01
17430;d005;1990-09-19;9999-01-01
17440;d007;1992-07-06;9999-01-01
17450;d007;1997-11-02;9999-01-01
17460;d004;1996-11-07;9999-01-01
17470;d004;1986-07-23;9999-01-01
17480;d006;1995-01-10;9999-01-01
17490;d004;1998-03-04;9999-01-01
17500;d004;1988-09-25;9999-01-01
17510;d004;1990-06-28;1993-03-26
17520;d005;1988-08-08;9999-01-01
17530;d006;1986-11-04;9999-01-01
17540;d005;1996-05-19;2000-11-09
17550;d005;1993-01-21;9999-01-01
17560;d007;1997-01-23;9999-01-01
17570;d004;1997-05-21;1997-07-19
17580;d002;1989-01-09;1993-07-24
17590;d004;1987-05-17;9999-01-01
17600;d004;1996-12-07;9999-01-01
17610;d005;1986-02-10;9999-01-01
17620;d005;1996-02-24;9999-01-01
17630;d005;1998-04-22;9999-01-01
17640;d009;1998-02-10;2000-05-06
17650;d004;1989-01-16;9999-01-01
17660;d007;1989-03-27;1993-07-16
17670;d007;1995-04-07;9999-01-01
17680;d004;1990-08-10;9999-01-01
17690;d007;1996-07-02;9999-01-01
17700;d005;1992-11-23;9999-01-01
17710;d005;1987-07-09;1993-05-18
17720;d003;1989-11-04;9999-01-01
17730;d002;1997-01-12;9999-01-01
17730;d003;1996-02-27;1997-01-12
17740;d005;1999-08-20;9999-01-01
17750;d004;1989-11-20;9999-01-01
17760;d004;1996-09-09;2000-02-04
17770;d005;1994-03-12;1999-11-17
17780;d004;1986-05-11;9999-01-01
17790;d007;1985-04-01;9999-01-01
17800;d001;1992-02-28;9999-01-01
17810;d007;1992-12-28;9999-01-01
17820;d005;1989-06-14;2000-06-07
17830;d007;1999-02-22;9999-01-01
17840;d005;1985-06-20;9999-01-01
17850;d006;1997-05-26;9999-01-01
17860;d006;1988-12-15;1997-12-23
17870;d006;1985-06-24;9999-01-01
17880;d004;1987-12-02;9999-01-01
17890;d005;1990-07-21;9999-01-01
17900;d005;1986-03-03;9999-01-01
17910;d005;1991-01-24;9999-01-01
17920;d005;1998-10-07;9999-01-01
17930;d001;1988-10-09;1994-08-19
17940;d004;1987-10-09;9999-01-01
17950;d005;1990-07-09;9999-01-01
17960;d003;1988-01-13;9999-01-01
17970;d004;1989-01-09;9999-01-01
17980;d005;1988-04-04;9999-01-01
17990;d004;1995-06-01;9999-01-01
17990;d005;1986-10-12;1995-06-01
18000;d002;1999-12-10;9999-01-01
18010;d001;1985-12-25;9999-01-01
18020;d008;1986-03-31;9999-01-01
18030;d004;1986-03-19;9999-01-01
18040;d007;1994-06-09;9999-01-01
18050;d004;2002-03-09;9999-01-01
18050;d005;1999-08-16;2002-03-09
18060;d001;1998-12-24;1999-05-28
18070;d004;1992-03-22;9999-01-01
18070;d005;1986-02-03;1992-03-22
18080;d004;1995-05-11;9999-01-01
18080;d005;1992-12-16;1995-05-11
18090;d001;1998-09-27;9999-01-01
18090;d007;1997-12-24;1998-09-27
18100;d004;1998-02-15;2000-10-25
18100;d009;2000-10-25;9999-01-01
18110;d004;1997-08-31;9999-01-01
18110;d005;1995-12-14;1997-08-31
18120;d008;1988-06-05;9999-01-01
18130;d008;1993-05-26;9999-01-01
18140;d008;1993-08-13;9999-01-01
18150;d005;1998-01-21;9999-01-01
18160;d005;1998-02-11;9999-01-01
18170;d005;1994-06-19;1994-08-15
18180;d007;1986-03-02;9999-01-01
18190;d005;1996-01-01;9999-01-01
18200;d001;1996-11-14;9999-01-01
18210;d005;1994-06-19;9999-01-01
18220;d009;1992-09-26;1998-01-19
18230;d004;1989-03-06;1992-09-30
18240;d008;1996-11-12;9999-01-01
18250;d005;1985-12-31;1988-02-21
18260;d004;1993-01-22;9999-01-01
18270;d007;1999-08-21;9999-01-01
18280;d004;1988-10-17;1994-08-30
18290;d005;1995-02-25;9999-01-01
18300;d008;1993-12-17;9999-01-01
18310;d005;1996-08-06;9999-01-01
18320;d004;1988-04-11;2001-02-23
18330;d006;1997-04-29;9999-01-01
18340;d004;1992-02-23;2001-07-05
18350;d004;1987-07-31;9999-01-01
18360;d005;1999-10-27;9999-01-01
18370;d005;1985-08-15;9999-01-01
18380;d006;1994-09-08;9999-01-01
18390;d004;1995-09-14;9999-01-01
18390;d005;1993-12-01;1995-09-14
18400;d004;1999-08-11;2001-08-14
18400;d009;2001-08-14;9999-01-01
18410;d004;1986-05-24;9999-01-01
18420;d005;1990-04-28;9999-01-01
18430;d007;1992-03-28;9999-01-01
18440;d009;1997-01-03;9999-01-01
18450;d002;1985-05-19;9999-01-01
18460;d007;1993-05-09;9999-01-01
18470;d007;1997-01-04;9999-01-01
18480;d004;1998-07-06;2002-04-19
18490;d007;1986-07-05;9999-01-01
18500;d003;1985-09-27;1997-01-14
18510;d008;1998-04-20;9999-01-01
18520;d004;1986-07-18;9999-01-01
18530;d005;1994-04-02;9999-01-01
18540;d008;1991-09-02;9999-01-01
18550;d002;1997-06-07;9999-01-01
18560;d004;1999-05-03;2001-10-20
18570;d004;1999-03-22;2001-08-03
18570;d006;2001-08-03;9999-01-01
18580;d004;1997-09-18;9999-01-01
18590;d001;2000-07-13;9999-01-01
18590;d007;1997-01-21;2000-07-13
18600;d005;1996-10-18;1999-05-21
18610;d004;1990-04-11;9999-01-01
18620;d003;1990-05-10;9999-01-01
18630;d005;1985-11-20;1990-01-28
18640;d004;1996-01-30;9999-01-01
18650;d002;1990-05-19;9999-01-01
18660;d005;1996-06-06;9999-01-01
18670;d003;1992-02-09;9999-01-01
18680;d008;1989-04-10;9999-01-01
18690;d004;1997-01-10;9999-01-01
18700;d003;1985-11-18;9999-01-01
18710;d009;1998-03-25;9999-01-01
18720;d009;1999-06-10;9999-01-01
18730;d004;1996-11-10;9999-01-01
18740;d002;1994-10-24;9999-01-01
18750;d001;1993-11-01;1999-08-26
18750;d009;1999-08-26;9999-01-01
18760;d007;1989-11-28;9999-01-01
18770;d006;1987-11-27;9999-01-01
18780;d005;1990-09-08;9999-01-01
18790;d005;1996-07-22;9999-01-01
18800;d006;1990-07-06;9999-01-01
18810;d005;1991-06-27;9999-01-01
18820;d007;1995-03-27;9999-01-01
18830;d002;1995-03-14;9999-01-01
18840;d004;1998-04-03;1998-09-15
18840;d006;1998-09-15;9999-01-01
18850;d005;1994-10-18;9999-01-01
18860;d005;1994-05-29;1996-02-13
18870;d007;1997-11-01;9999-01-01
18880;d005;1993-07-23;9999-01-01
18890;d003;1993-08-16;9999-01-01
18900;d009;1993-05-27;1999-10-23
18910;d005;1996-05-02;9999-01-01
18920;d005;1997-01-11;2000-04-12
18930;d005;1993-09-28;1995-01-23
18940;d005;1993-08-09;9999-01-01
18950;d001;1992-08-04;9999-01-01
18960;d008;1990-06-22;1996-07-25
18970;d005;1997-12-26;9999-01-01
18980;d005;1987-01-08;9999-01-01
18990;d005;1995-06-20;9999-01-01
19000;d004;1994-07-18;1998-01-01
19010;d008;1994-12-25;9999-01-01
19020;d004;1992-06-21;9999-01-01
19030;d003;1991-03-05;9999-01-01
19040;d005;1999-04-17;9999-01-01
19050;d005;1999-02-01;9999-01-01
19060;d004;1996-09-09;9999-01-01
19070;d002;1998-08-20;9999-01-01
19080;d004;1987-06-25;9999-01-01
19090;d004;1999-12-17;9999-01-01
19100;d007;1997-01-20;9999-01-01
19110;d004;1995-01-20;9999-01-01
19120;d005;1994-05-20;9999-01-01
19130;d004;1998-11-23;9999-01-01
19140;d005;1986-07-30;9999-01-01
19150;d004;1995-09-14;1998-03-01
19160;d007;1986-07-25;1994-04-28
19160;d009;1994-04-28;9999-01-01
19170;d005;1997-10-02;9999-01-01
19180;d003;1995-06-18;9999-01-01
19190;d007;1990-09-11;9999-01-01
19200;d001;1990-09-17;9999-01-01
19210;d007;1990-03-08;1995-11-25
19210;d009;1995-11-25;9999-01-01
19220;d001;1998-08-01;9999-01-01
19220;d007;1992-04-09;1998-08-01
19230;d005;1985-03-18;1987-01-04
19230;d008;1987-01-04;1995-09-05
19240;d005;1992-08-08;9999-01-01
19250;d005;1993-06-12;2002-06-09
19260;d007;1991-07-24;1999-10-28
19260;d009;1999-10-28;9999-01-01
19270;d005;1988-12-17;9999-01-01
19270;d006;1988-06-27;1988-12-17
19280;d004;2000-08-10;9999-01-01
19280;d006;1999-10-07;2000-08-10
19290;d004;2001-05-10;9999-01-01
19290;d005;1998-01-13;2001-05-10
19300;d005;1998-06-19;2000-07-25
19310;d005;1995-07-07;2001-10-29
19310;d008;2001-10-29;9999-01-01
19320;d008;1990-05-22;9999-01-01
19330;d007;1985-12-02;1997-01-28
19340;d009;1994-09-08;9999-01-01
19350;d009;1994-03-27;9999-01-01
19360;d007;1999-07-29;9999-01-01
19370;d004;1992-01-23;2000-03-10
19380;d005;1993-10-23;9999-01-01
19390;d004;1989-09-26;9999-01-01
19400;d004;1997-12-19;9999-01-01
19410;d005;1992-08-05;9999-01-01
19420;d007;1987-11-08;9999-01-01
19430;d009;1995-09-09;1998-06-22
19440;d005;1986-05-12;1991-04-01
19440;d008;1991-04-01;9999-01-01
19450;d009;1991-10-10;1997-04-09
19460;d008;1985-07-30;9999-01-01
19470;d005;1992-01-12;9999-01-01
19480;d005;1998-10-19;9999-01-01
19490;d007;1993-08-04;9999-01-01
19500;d001;1986-11-30;1987-05-13
19500;d007;1987-05-13;9999-01-01
19510;d006;1986-08-31;9999-01-01
19520;d005;1995-04-26;9999-01-01
19530;d009;1997-09-02;9999-01-01
19540;d005;1996-07-05;9999-01-01
19550;d005;1992-08-27;2001-08-02
19560;d005;1989-04-10;9999-01-01
19570;d006;1997-11-02;2002-03-19
19580;d007;1988-04-13;9999-01-01
19590;d004;1991-03-12;9999-01-01
19600;d001;1992-12-27;9999-01-01
19610;d007;1995-06-25;9999-01-01
19620;d004;1991-06-23;9999-01-01
19630;d009;1999-05-03;9999-01-01
19640;d004;1999-02-02;2000-12-03
19640;d006;2000-12-03;9999-01-01
19650;d004;1998-08-05;9999-01-01
19660;d004;1992-08-10;9999-01-01
19670;d009;1990-04-01;9999-01-01
19680;d005;1993-10-17;9999-01-01
19690;d006;1996-02-10;9999-01-01
19700;d007;1996-04-25;9999-01-01
19710;d005;1987-06-26;9999-01-01
19720;d005;1987-01-13;9999-01-01
19730;d003;1990-12-06;9999-01-01
19740;d005;1991-12-13;1995-09-25
19750;d004;1998-07-11;9999-01-01
19760;d007;1988-02-27;9999-01-01
19770;d001;2002-06-12;9999-01-01
19770;d007;1998-10-03;2002-06-12
19780;d004;1996-06-21;9999-01-01
19790;d002;1998-08-15;1998-09-19
19790;d003;1996-08-26;1998-08-15
19800;d005;1994-08-07;9999-01-01
19810;d008;1998-08-13;9999-01-01
19820;d004;1987-12-20;9999-01-01
19830;d005;1998-10-11;9999-01-01
19840;d007;1989-10-04;9999-01-01
19850;d002;1989-09-19;1999-09-20
19860;d006;1997-11-08;9999-01-01
19870;d005;1990-11-18;9999-01-01
19880;d005;1994-12-28;9999-01-01
19890;d007;1997-12-21;9999-01-01
19900;d006;1988-08-04;1995-05-29
19910;d004;1996-03-18;9999-01-01
19920;d005;1999-06-03;2000-12-12
19930;d001;1999-05-22;9999-01-01
19940;d007;1987-06-14;9999-01-01
19950;d005;1985-04-14;9999-01-01
19960;d009;2000-01-05;9999-01-01
19970;d005;1986-02-15;9999-01-01
19980;d005;1990-09-09;9999-01-01
19990;d004;1990-06-12;2001-05-21
20000;d004;1998-02-04;1998-04-04
20000;d009;1998-04-04;9999-01-01
20010;d009;1999-12-02;9999-01-01
20020;d004;1996-03-02;9999-01-01
20030;d005;1996-06-22;9999-01-01
20040;d004;1997-04-17;1999-11-25
20050;d005;1991-03-18;9999-01-01
20060;d005;1986-03-28;9999-01-01
20070;d007;1992-07-08;1995-07-11
20080;d004;1991-07-01;1998-12-08
20080;d009;1998-12-08;9999-01-01
20090;d003;1996-02-02;1998-08-15
20100;d001;1986-06-15;9999-01-01
20110;d005;1989-04-22;9999-01-01
20120;d005;1995-06-02;9999-01-01
20130;d007;1987-01-05;1990-08-13
20140;d004;1999-06-23;9999-01-01
20150;d005;1989-06-20;9999-01-01
20160;d007;1993-10-26;1998-10-21
20160;d009;1998-10-21;9999-01-01
20170;d001;1997-05-04;9999-01-01
20170;d007;1986-10-29;1997-05-04
20180;d004;1992-02-19;9999-01-01
20190;d007;1992-05-25;9999-01-01
20200;d002;1989-05-31;9999-01-01
20210;d004;1989-07-15;9999-01-01
20220;d005;1997-07-30;9999-01-01
20230;d008;1998-12-16;9999-01-01
20240;d003;1988-02-14;9999-01-01
20250;d005;1999-12-13;9999-01-01
20260;d005;1993-01-03;1997-02-03
20270;d002;1999-12-30;9999-01-01
20280;d009;1989-02-06;9999-01-01
20290;d007;1998-01-04;9999-01-01
20300;d007;1997-04-21;9999-01-01
20310;d004;1996-06-20;9999-01-01
20320;d007;1990-10-16;9999-01-01
20330;d005;1997-07-26;9999-01-01
20340;d005;1996-09-09;1997-11-23
20350;d004;1997-08-16;2001-12-25
20360;d004;1997-10-31;9999-01-01
20370;d005;1997-10-24;1999-07-11
20370;d008;1999-07-11;9999-01-01
20380;d004;1985-02-21;9999-01-01
20390;d005;1992-07-18;9999-01-01
20400;d005;1987-08-29;9999-01-01
20410;d005;1989-09-01;9999-01-01
20420;d005;1990-03-15;9999-01-01
20430;d005;1999-01-14;9999-01-01
20440;d004;1994-02-01;2000-05-23
20450;d005;1987-11-09;9999-01-01
20460;d005;1988-06-17;9999-01-01
20470;d007;1997-08-08;9999-01-01
20480;d005;1989-03-19;9999-01-01
20490;d005;1995-07-04;9999-01-01
20490;d009;1988-05-26;1995-07-04
20500;d009;1993-10-15;9999-01-01
20510;d005;1997-01-07;2002-04-11
20520;d007;1998-06-13;2002-06-02
20530;d005;1994-11-15;9999-01-01
20540;d004;1990-02-24;9999-01-01
20550;d005;1986-10-17;9999-01-01
20560;d004;1987-06-18;9999-01-01
20570;d007;1990-07-10;1992-05-29
20580;d004;1999-07-08;9999-01-01
20590;d005;1985-06-11;9999-01-01
20600;d007;1993-06-11;1998-11-04
20610;d004;1997-07-23;9999-01-01
20610;d005;1992-03-05;1997-07-23
20620;d005;1994-04-09;1995-09-13
20620;d008;1995-09-13;1995-10-01
20630;d004;1992-06-04;1993-08-11
20630;d006;1993-08-11;1997-04-15
20640;d004;1986-11-16;1999-07-14
20650;d004;1995-07-20;9999-01-01
20660;d004;1997-02-01;9999-01-01
20670;d004;1985-03-02;9999-01-01
20680;d002;1988-10-04;9999-01-01
20690;d005;1985-04-24;9999-01-01
20700;d004;1995-03-06;9999-01-01
20710;d005;1986-06-17;9999-01-01
20720;d003;1996-12-27;1997-05-17
20730;d004;1992-01-29;9999-01-01
20740;d006;1989-05-30;9999-01-01
20750;d001;1991-03-30;9999-01-01
20760;d001;1999-04-29;9999-01-01
20770;d007;1987-03-03;9999-01-01
20780;d008;1992-08-27;1998-08-12
20790;d004;1995-07-11;9999-01-01
20800;d004;1994-02-12;9999-01-01
20810;d003;1994-10-17;9999-01-01
20820;d004;1990-06-02;9999-01-01
20830;d004;1998-11-30;9999-01-01
20840;d009;1988-10-11;1997-04-24
20850;d001;1995-01-08;9999-01-01
20860;d006;1985-07-19;9999-01-01
20870;d007;1991-01-19;1992-01-22
20880;d005;1994-08-29;9999-01-01
20890;d005;1989-08-31;9999-01-01
20900;d004;1997-08-19;9999-01-01
20910;d007;1995-12-09;1996-01-07
20920;d009;1995-10-11;9999-01-01
20930;d004;1991-12-29;9999-01-01
20940;d003;1996-05-16;9999-01-01
20950;d004;1996-11-23;9999-01-01
20960;d005;1992-07-31;9999-01-01
20970;d004;1989-10-27;1998-01-30
20980;d004;1991-12-24;1998-12-18
20990;d004;1988-09-14;1989-07-10
21000;d004;1985-09-19;9999-01-01
21010;d008;1995-06-20;9999-01-01
21020;d007;1999-06-17;9999-01-01
21030;d005;1988-01-08;1999-02-04
21030;d009;1987-02-01;1988-01-08
21040;d007;1993-06-17;1999-10-20
21040;d009;1999-10-20;9999-01-01
21050;d005;1999-08-09;9999-01-01
21060;d001;1987-04-29;9999-01-01
21070;d005;1994-09-03;9999-01-01
21080;d007;1990-04-12;1992-09-07
21090;d004;1994-12-07;9999-01-01
21100;d005;2000-01-16;9999-01-01
21110;d007;1986-01-26;9999-01-01
21120;d007;1987-09-11;1988-02-17
21130;d004;1999-04-27;9999-01-01
21140;d005;1987-04-19;1998-09-14
21150;d004;1994-11-30;1997-11-22
21150;d005;1993-08-15;1994-11-30
21160;d004;1987-05-25;9999-01-01
21170;d009;1996-09-26;9999-01-01
21180;d005;1986-11-22;9999-01-01
21190;d005;1989-01-28;9999-01-01
21200;d005;1991-07-10;9999-01-01
21200;d009;1990-04-23;1991-07-10
21210;d004;1988-02-29;9999-01-01
21220;d004;1991-10-29;9999-01-01
21230;d005;1995-03-09;9999-01-01
21240;d007;1994-01-14;1996-02-20
21250;d005;1988-04-23;1994-03-02
21260;d007;1990-11-28;1998-08-02
21270;d005;1994-12-25;9999-01-01
21280;d001;1989-11-23;9999-01-01
21290;d007;1987-10-28;9999-01-01
21300;d006;1985-12-06;9999-01-01
21310;d002;1990-03-24;1997-07-14
21320;d007;1989-06-04;1999-03-03
21330;d001;1994-04-18;9999-01-01
21340;d004;1987-03-29;9999-01-01
21350;d004;1994-04-16;1997-10-12
21360;d003;1994-03-02;2000-06-28
21370;d004;1999-04-13;9999-01-01
21380;d004;1993-04-08;9999-01-01
21390;d004;1988-06-28;9999-01-01
21400;d007;1991-01-19;9999-01-01
21410;d008;1992-02-17;9999-01-01
21420;d005;1993-05-13;9999-01-01
21430;d004;1994-08-10;1996-06-07
21430;d009;1996-06-07;1996-10-06
21440;d008;1999-08-20;9999-01-01
21450;d007;1995-04-19;1998-02-27
21450;d009;1998-02-27;9999-01-01
21460;d004;1991-12-02;1996-01-09
21460;d006;1996-01-09;9999-01-01
21470;d002;1986-05-14;9999-01-01
21470;d003;1985-02-04;1986-05-14
21480;d003;1991-02-17;9999-01-01
21490;d004;1994-07-16;9999-01-01
21500;d004;1995-09-14;9999-01-01
21510;d009;1986-03-31;9999-01-01
21520;d004;1997-11-25;9999-01-01
21530;d004;1986-01-19;9999-01-01
21540;d002;1999-11-27;9999-01-01
21550;d007;1998-04-24;9999-01-01
21560;d001;1985-11-19;2000-05-14
21570;d002;1991-06-30;9999-01-01
21580;d005;1997-03-17;9999-01-01
21590;d005;1990-07-31;1991-09-30
21590;d009;1990-04-30;1990-07-31
21600;d005;1996-02-04;9999-01-01
21610;d001;1985-07-03;1985-10-10
21620;d008;1992-12-27;9999-01-01
21630;d004;1991-02-26;9999-01-01
21640;d003;1985-03-19;9999-01-01
21650;d004;1999-01-26;9999-01-01
21660;d004;1998-06-10;9999-01-01
21670;d004;1986-12-23;9999-01-01
21680;d005;1998-11-20;9999-01-01
21690;d003;1990-12-02;2001-02-25
21700;d004;1992-03-07;9999-01-01
21710;d001;1999-04-14;9999-01-01
21720;d004;1998-10-02;9999-01-01
21720;d005;1995-03-26;1998-10-02
21730;d005;1997-10-06;9999-01-01
21740;d008;1994-09-02;9999-01-01
21750;d005;1986-01-24;1994-04-04
21760;d002;1989-09-07;9999-01-01
21770;d009;1998-01-28;9999-01-01
21780;d009;1998-07-07;9999-01-01
21790;d005;1992-09-22;9999-01-01
21800;d001;1996-03-08;9999-01-01
21810;d006;1992-09-23;9999-01-01
21820;d007;1996-06-11;9999-01-01
21830;d005;1993-01-04;9999-01-01
21840;d004;1993-05-17;9999-01-01
21850;d005;1999-09-01;9999-01-01
21860;d001;1992-07-25;9999-01-01
21870;d004;1997-03-18;9999-01-01
21870;d006;1988-11-18;1997-03-18
21880;d007;1998-03-21;9999-01-01
21890;d005;1993-06-16;9999-01-01
21900;d004;1991-03-04;9999-01-01
21910;d007;1997-02-24;9999-01-01
21920;d005;1988-04-09;9999-01-01
21930;d001;1989-05-16;9999-01-01
21940;d004;1991-03-18;9999-01-01
21950;d008;1989-05-12;9999-01-01
21960;d001;1987-07-17;2001-08-18
21970;d001;2002-03-19;9999-01-01
21970;d007;1995-05-18;2002-03-19
21980;d007;1988-03-11;9999-01-01
21990;d009;1990-02-22;9999-01-01
22000;d004;1989-08-07;9999-01-01
22010;d007;1994-02-16;9999-01-01
22020;d004;1989-02-19;2001-05-15
22030;d001;1988-02-11;9999-01-01
22040;d003;1995-06-08;2000-12-09
22050;d005;1985-11-28;9999-01-01
22060;d002;1990-01-10;1990-05-02
22060;d003;1989-11-05;1990-01-10
22070;d004;1991-12-18;9999-01-01
22080;d005;2002-03-27;9999-01-01
22080;d008;1997-03-03;2002-03-27
22090;d005;1992-01-27;9999-01-01
22100;d001;1987-08-06;1995-11-18
22100;d009;1995-11-18;9999-01-01
22110;d005;1998-05-19;1999-12-12
22110;d008;1999-12-12;9999-01-01
22120;d001;1999-02-10;9999-01-01
22120;d007;1997-08-31;1999-02-10
22130;d001;1997-06-05;1999-10-16
22130;d007;1999-10-16;9999-01-01
22140;d007;1986-01-14;9999-01-01
22150;d007;1986-12-04;9999-01-01
